466.0,Chromic acid,Barium chromate,-
467.0,2-methoxyethanol,Ethylene oxide,13530-68-2
468.0,2-ethoxyethanol,Ethylene oxide,7738-94-5
469.0,Trichloroethylene,Tetrachloroethylene,109-86-4
470.0,Tetraboron disodium heptaoxide hydrate,Disodium octaborate tetrahydrate,110-80-5
471.0,Sodium chromate,Chromite ore,79-01-6
472.0,Potassium dichromate,Chromite ore,12267-73-1
473.0,Potassium chromate,Chromium(III) oxide,7775-11-3
474.0,"Disodium tetraborate anhydrous""",Boric acid,7778-50-9
475.0,Boric acid,Borax,7789-00-6
476.0,Boric acid crude natural,Sodium tetraborate decahydrate,"12179-04-3, 1303-96-4, 1330-43-4"
477.0,Boric acid,Borax,-
478.0,Ammonium dichromate,Sodium dichromate,11113-50-1
479.0,Acrylamide,Acrylonitrile,10043-35-3
480.0,Tris(2-chloroethyl) phosphate,Phosphoryl chloride,7789-09-5
481.0,"Pitch, coal tar, high-temp.",Coal tar,79-06-1
482.0,Lead sulfochromate yellow (C.I. Pigment Yellow 34),Lead nitrate,115-96-8
483.0,Lead chromate molybdate sulphate red (C.I. Pigment Red 104),Lead nitrate,65996-93-2
484.0,Lead chromate,Lead(II) nitrate,1344-37-2
485.0,Diisobutyl phthalate,Phthalic anhydride,12656-85-8
486.0,"Anthracene oil, anthracene-low",Coal tar,7758-97-6
487.0,"Anthracene oil, anthracene paste, distn. lights",Anthracene oil,84-69-5
488.0,"Anthracene oil, anthracene paste, anthracene fraction",Anthracene,90640-82-7
489.0,"Anthracene oil, anthracene paste",Coal tar,91995-17-4
490.0,Anthracene oil,Coal tar,91995-15-2
491.0,"2,4-dinitrotoluene",Toluene,90640-81-6
492.0,Triethyl arsenate,Arsenic pentoxide,90640-80-5
493.0,Sodium dichromate,Chromite ore,121-14-2
494.0,Lead hydrogen arsenate,Lead(II) acetate,15606-95-8
495.0,Hexabromocyclododecane (HBCDD),"1,5,9-cyclododecatriene","10588-01-9, 7789-12-0"
496.0,"1,2,5,6,9,10-hexabromocyclododecane","1,5,9-cyclododecatriene",7784-40-9
497.0,Hexabromocyclododecane,"1,5,9-cyclododcatriene",-
498.0,alpha-hexabromocyclododecane,"1,5,9-cyclododecatriene",3194-55-6
499.0,beta-hexabromocyclododecane,"1,5,9-cyclododecatriene",25637-99-4
500.0,gamma-hexabromocyclododecane,"1,5,9-cyclododecatriene",134237-50-6
501.0,Dibutyl phthalate (DBP),Phthalic anhydride,134237-51-7
502.0,Diarsenic trioxide,Arsenic,134237-52-8
503.0,Diarsenic pentaoxide,Arsenic,84-74-2
504.0,Cobalt dichloride,Cobalt,1327-53-3
505.0,Bis(tributyltin) oxide (TBTO),Tributyltin chloride,1303-28-2
506.0,Bis (2-ethylhexyl)phthalate (DEHP),Phthalic anhydride,7646-79-9
507.0,Benzyl butyl phthalate (BBP),Phthalic anhydride,56-35-9
508.0,Anthracene,Anthraquinone,117-81-7
509.0,"Alkanes, C10-13, chloro (Short Chain Chlorinated Paraffins)",Paraffins (C10-13),85-68-7
510.0,"5-tert-butyl-2,4,6-trinitro-m-xylene (Musk xylene)",5-tert-butyl-m-xylene,120-12-7
511.0,"4,4'- Diaminodiphenylmethane (MDA)",Aniline,85535-84-8
